sep=;
Object;DCN;Description;Design Responsible;KOLA Time;Status;Fact No Time;Product Class;LinkID;Function Group;Suffix;Context;Usage;Partno;Part issue;Qty;Amount;UoM;Name;Variants;Added;Deleted;Parttype;Module;Safety Part;Direction;Old LinkID;New Link ID;AssyMark;AssyMark Fact
Q6-03698;K1624559;"BIO DIESEL P-REL W/H ASSEMBLY DRAWING STRUCTURE UPDATE,PC-A1";28221;202417;Introduced;;=T("A1");292182;370 ;01;0;3;24402878; 01;00000;     ;;WIRES;DTECH-CO;K1576226;K1624559;U;020-   -   ;;;;;;
Q6-03698;K1624559;"BIO DIESEL P-REL W/H ASSEMBLY DRAWING STRUCTURE UPDATE,PC-A1";28221;202417;Introduced;;=T("A1");327418;370 ;01;0;3;24698304; 01;00000;     ;;WIRES;DTECH-CO;K1624559;        ;U;020-   -   ;;;;;;
Q6-03698;K1624559;"BIO DIESEL P-REL W/H ASSEMBLY DRAWING STRUCTURE UPDATE,PC-A1";28221;202417;Introduced;;=T("A1");327419;370 ;01;0;5;24693479; 01;00000;     ;;WIRES;DTECH-CO;K1624559;        ;U;020-   -   ;;;;;;
;K1592433
W60-1706;K1600592;"P1706; ALARM CAD DELETE; PCA1 - 3662/01";05662;202347;Introduced;;=T("A1");240407;3662;01;90;1;84547476;G01;00001;     ;;ECU ALARM                ;ALARM-B,TAS-ANA,ULSS;K1456193;K1600592;5;021-090-010;;;;;;
W60-1706;K1600592;"P1706; ALARM CAD DELETE; PCA1 - 3662/01";05662;202347;Introduced;;=T("A1");240408;3662;01;90;1;84547476;G01;00001;     ;;ECU ALARM                ;ALARM-B,UTAS,ULSS;K1456193;K1600592;5;021-090-010;;;;;;
W60-1706;K1600592;"P1706; ALARM CAD DELETE; PCA1 - 3662/01";05662;202347;Introduced;;=T("A1");102645;3662;01;90;1;82594673;G01;00001;     ;;ALARM                    ;ALARM-B;K1276731;K1600592;5;020-010-050;;;;;;
W60-1706;K1600592;"P1706; ALARM CAD DELETE; PCA1 - 3662/01";05662;202347;Introduced;;=T("A1");240401;3662;01;90;1;84589243;G01;00001;     ;;ECU ALARM P2981          ;ALARM-B,LSS-DW;K1456193;K1600592;5;021-090-010;;;;;;
W60-1706;K1600592;"P1706; ALARM CAD DELETE; PCA1 - 3662/01";05662;202347;Introduced;;=T("A1");240406;3662;01;90;1;84547476;G01;00001;     ;;ECU ALARM                ;ALARM-B,TAS-DIG,ULSS;K1456193;K1600592;5;021-090-010;;;;;;
W60-1706;K1600592;"P1706; ALARM CAD DELETE; PCA1 - 3662/01";05662;202347;Introduced;;=T("A1");300612;3662;01;90;1;84589243;G01;00001;     ;;ECU ALARM P2981          ;ALARM-B,TAS-DIG4,ULSS;K1587114;K1600592;5;021-090-010;;;;;;
W60-1759;K1596111;"SW: TEA2BP; BBM2; T0_23B0; P1759; NTP-PBL; PCA1";05662;202347;Introduced;;=T("A1");256904;3651;01;50;1;23840696; 01;00000;     ;;NODE TEMPLATE;BBM-C1;K1498296;K1596111;8;021-080-   ;;;;;;
W60-1759;K1596111;"SW: TEA2BP; BBM2; T0_23B0; P1759; NTP-PBL; PCA1";05662;202347;Introduced;;=T("A1");306639;3651;01;50;1;24545477; 01;00000;     ;;NODE TEMPLATE;A1-MDV;K1596111;        ;8;021-080-   ;;;;;;
W60-1759;K1602452;"SW: TEA2BP; BMB2; T0_23B0; P1759-P3; NTP; PCA1";05662;202347;Introduced;;=T("A1");316341;3651;01;50;1;24558780; 01;00000;     ;;NODE TEMPLATE;A1-MDV;K1602452;K1613315;8;021-080-   ;;;;;;
W60-1759;K1602452;"SW: TEA2BP; BMB2; T0_23B0; P1759-P3; NTP; PCA1";05662;202347;Introduced;;=T("A1");316282;3651;01;50;1;24472104; 01;00000;     ;;NODE TEMPLATE;A1-MDV;K1590812;K1602452;8;021-080-   ;;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237748;8979;02;2;3;24272715;P01;00001;     ;001;MANUAL;PUBL-GBR;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237539;8979;02;2;3;24272737;P01;00001;     ;001;MANUAL;PUBL-HUN;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237754;8979;02;2;3;24272714;P01;00001;     ;001;MANUAL;PUBS-NLD;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237533;8979;02;2;3;24272726;P01;00001;     ;001;MANUAL;PUBL-EST;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237535;8979;02;2;3;24272725;P01;00001;     ;001;MANUAL;PUBL-CRO;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237542;8979;02;2;3;24272738;P01;00001;     ;001;MANUAL;PUBL-ISR;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237536;8979;02;2;3;24272725;P01;00001;     ;001;MANUAL;PUBL-BOS;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237747;8979;02;2;3;24272715;P01;00001;     ;001;MANUAL;PUBL-GRC;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237530;8979;02;2;3;24272732;P01;00001;     ;001;MANUAL;PUBL-DNK;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237744;8979;02;2;3;24270026;P01;00001;     ;001;MANUAL;PUBS-ITA;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237746;8979;02;2;3;24272715;P01;00001;     ;001;MANUAL;PUBS-GBR;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237742;8979;02;2;3;24272749;P01;00001;     ;001;MANUAL;PUBL-SVN;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237749;8979;02;2;3;24272715;P01;00001;     ;001;MANUAL;PUBL-SWE;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237750;8979;02;2;3;24272718;P01;00001;     ;001;MANUAL;PUBS-DEU;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237739;8979;02;2;3;24272743;P01;00001;     ;001;MANUAL;PUBL-POL;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237740;8979;02;2;3;24272746;P01;00001;     ;001;MANUAL;PUBL-ROM;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237745;8979;02;2;3;24270026;P01;00001;     ;001;MANUAL;PUBL-ITA;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237543;8979;02;2;3;24272740;P01;00001;     ;001;MANUAL;PUBL-LTU;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237741;8979;02;2;3;24272748;P01;00001;     ;001;MANUAL;PUBL-SVK;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237751;8979;02;2;3;24272718;P01;00001;     ;001;MANUAL;PUBL-DEU;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237528;8979;02;2;3;24272734;P01;00001;     ;001;MANUAL;PUBL-FIN;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237529;8979;02;2;3;24272733;P01;00001;     ;001;MANUAL;PUBL-ESP;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237752;8979;02;2;3;24272719;P01;00001;     ;001;MANUAL;PUBS-FRA;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237544;8979;02;2;3;24272741;P01;00001;     ;001;MANUAL;PUBL-LVA;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237531;8979;02;2;3;24272729;P01;00001;     ;001;MANUAL;PUBL-CSK;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237756;8979;02;2;3;24272728;P01;00001;     ;001;MANUAL;PUBL-PRT;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237532;8979;02;2;3;24272727;P01;00001;     ;001;MANUAL;PUBL-BUL;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237743;8979;02;2;3;24272750;P01;00001;     ;001;MANUAL;PUBL-TUR;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237755;8979;02;2;3;24272714;P01;00001;     ;001;MANUAL;PUBL-NLD;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");237753;8979;02;2;3;24272719;P01;00001;     ;001;MANUAL;PUBL-FRA;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");243857;8979;02;2;3;24272747;P01;00001;     ;001;MANUAL;PUBL-SCG;K1555847;K1574975;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251143;8979;02;2;3;24370859;P01;00001;     ;001;MANUAL;PUBS-DEU;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251144;8979;02;2;3;24370860;P01;00001;     ;001;MANUAL;PUBS-FRA;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251113;8979;02;2;3;24370856;P01;00001;     ;001;MANUAL;PUBL-ITA;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251114;8979;02;2;3;24370857;P01;00001;     ;001;MANUAL;PUBL-NLD;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251115;8979;02;2;3;24370858;P01;00001;     ;001;MANUAL;PUBL-GBR;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251116;8979;02;2;3;24370859;P01;00001;     ;001;MANUAL;PUBL-DEU;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251117;8979;02;2;3;24370860;P01;00001;     ;001;MANUAL;PUBL-FRA;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251119;8979;02;2;3;24370862;P01;00001;     ;001;MANUAL;PUBL-CRO;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251120;8979;02;2;3;24370863;P01;00001;     ;001;MANUAL;PUBL-EST;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251121;8979;02;2;3;24370864;P01;00001;     ;001;MANUAL;PUBL-BUL;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251122;8979;02;2;3;24370865;P01;00001;     ;001;MANUAL;PUBL-PRT;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251123;8979;02;2;3;24370866;P01;00001;     ;001;MANUAL;PUBL-CSK;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251124;8979;02;2;3;24370867;P01;00001;     ;001;MANUAL;PUBL-DNK;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251125;8979;02;2;3;24370868;P01;00001;     ;001;MANUAL;PUBL-ESP;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251126;8979;02;2;3;24370869;P01;00001;     ;001;MANUAL;PUBL-FIN;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251127;8979;02;2;3;24370872;P01;00001;     ;001;MANUAL;PUBL-HUN;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251128;8979;02;2;3;24370873;P01;00001;     ;001;MANUAL;PUBL-ISR;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251129;8979;02;2;3;24370874;P01;00001;     ;001;MANUAL;PUBL-LTU;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251130;8979;02;2;3;24370875;P01;00001;     ;001;MANUAL;PUBL-LVA;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251131;8979;02;2;3;24370876;P01;00001;     ;001;MANUAL;PUBL-POL;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251132;8979;02;2;3;24370878;P01;00001;     ;001;MANUAL;PUBL-ROM;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251133;8979;02;2;3;24370879;P01;00001;     ;001;MANUAL;PUBL-SCG;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251134;8979;02;2;3;24370880;P01;00001;     ;001;MANUAL;PUBL-SVK;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251135;8979;02;2;3;24370881;P01;00001;     ;001;MANUAL;PUBL-SVN;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251136;8979;02;2;3;24370882;P01;00001;     ;001;MANUAL;PUBL-TUR;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251137;8979;02;2;3;24370862;P01;00001;     ;001;MANUAL;PUBL-BOS;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251138;8979;02;2;3;24370858;P01;00001;     ;001;MANUAL;PUBL-GRC;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251139;8979;02;2;3;24370858;P01;00001;     ;001;MANUAL;PUBL-SWE;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251140;8979;02;2;3;24370856;P01;00001;     ;001;MANUAL;PUBS-ITA;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251141;8979;02;2;3;24370857;P01;00001;     ;001;MANUAL;PUBS-NLD;K1574975;K1598230;I;090-025-080;N;;;;;
21-00288;K1574975;"PC A2: DHB  UPDATE FOR WARRANTY MANUALS 24-7";03776;202247;Introduced;;=T("A2");251142;8979;02;2;3;24370858;P01;00001;     ;001;MANUAL;PUBS-GBR;K1574975;K1598230;I;090-025-080;N;;;;;
Q3-29416;K1611930;"UPDATE TR ASSEMBLY INSTRUCTION BOM ON SPRING ANCHORAGE";06176;202405;Introduced;;=T("A2");255890;655 ;03;0;1;24447174; 01;00000;     ;;MOUNTING ON CHASSIS;RSS-LEAF;K1582842;K1611930;U;033-010-   ;;;;;;
Q6-03547;K1618282;"SW: TEA2BP; DACU 3.2; NTP; PCA2";05662;202409;Introduced;;=T("A2");264810;3665;01;50;5;24677659; 01;00000;     ;;NODE TEMPLATE;TSRS;K1615445;K1618282;8;020-090-010;;;;;;
Q6-03547;K1618282;"SW: TEA2BP; DACU 3.2; NTP; PCA2";05662;202409;Introduced;;=T("A2");266140;3665;01;50;5;24687952; 01;00000;     ;;NODE TEMPLATE;TSRS;K1618282;K1622576;8;020-090-010;;;;266699;;
Q6-03592;K1617402;"PCA2, I2V UPDATE FAURECIA CABLE FIXATION POINTS";06179;202351;Introduced;;=T("A2");257634;3665;10;2;3;20817301;P02;00001;     ;001;CABLE TIE;CABH170,BUPMON;K1591272;K1617402;D;021-095-005;;;;;;
Q6-03592;K1617402;"PCA2, I2V UPDATE FAURECIA CABLE FIXATION POINTS";06179;202351;Introduced;;=T("A2");263030;3665;10;2;3;982541;P01;00001;     ;001;CABLE TIE;BUPMON;K1603743;K1617402;D;021-095-005;;;;;;
Q6-03592;K1617402;"PCA2, I2V UPDATE FAURECIA CABLE FIXATION POINTS";06179;202351;Introduced;;=T("A2");264497;3665;10;2;3;20817301;P02;00001;     ;001;CABLE TIE;BUPMON;K1617402;        ;D;021-095-005;;;;;=T("81");=T("21")
Q6-03592;K1617402;"PCA2, I2V UPDATE FAURECIA CABLE FIXATION POINTS";06179;202351;Introduced;;=T("A2");264498;3665;10;2;3;982541;P01;00002;     ;001;CABLE TIE;CABH170,BUPMON;K1617402;        ;D;021-095-005;;;;;=T("81");=T("21")
Q6-03592;K1617402;"PCA2, I2V UPDATE FAURECIA CABLE FIXATION POINTS";06179;202351;Introduced;;=T("A2");264499;3665;10;2;3;982541;P01;00001;     ;001;CABLE TIE;CABH160,BUPMON;K1617402;        ;D;021-095-005;;;;;=T("81");=T("21")
Q6-03592;K1617402;"PCA2, I2V UPDATE FAURECIA CABLE FIXATION POINTS";06179;202351;Introduced;;=T("A2");264500;3665;10;2;3;982541;P01;00001;     ;001;CABLE TIE;CABH220,BUPMON;K1617402;        ;D;021-095-005;;;;;=T("81");=T("21")
W60-1706;K1580496;"SW: TEA2BP; SCIM; P1706; 22D0; NTP; PCA2";05662;202347;Introduced;;=T("A2");255551;368 ;03;50;1;24438557; 01;00000;     ;;NODE TEMPLATE;A2-MHDV;K1580496;K1587248;8;021-090-020;;;;;;
W60-1706;K1580496;"SW: TEA2BP; SCIM; P1706; 22D0; NTP; PCA2";05662;202347;Introduced;;=T("A2");252478;368 ;03;50;1;24395617; 01;00000;     ;;NODE TEMPLATE;A2-MHDV;K1574596;K1580496;8;021-090-020;;;;;;
W60-1706;K1591506;"SW: TEA2BP; SCIM; P1706; 23A0; NTP; PCA2";05662;202347;Introduced;;=T("A2");259179;368 ;03;50;1;24510609; 01;00000;     ;;NODE TEMPLATE;A2-MHDV;K1591506;K1597229;8;021-090-020;;;;;;
W60-1706;K1591506;"SW: TEA2BP; SCIM; P1706; 23A0; NTP; PCA2";05662;202347;Introduced;;=T("A2");256701;368 ;03;50;1;24481711; 01;00000;     ;;NODE TEMPLATE;A2-MHDV;K1587248;K1591506;8;021-090-020;;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");194701;2346;27;4;1;22173322;P04;00001;     ;001;BRACKET;DIESEL-B,UMFUEL;K1587048;K1589676;K;040-020-010;;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");194696;2346;27;4;1;21870091;P06;00001;     ;001;SUPPORT;4*4,DIESEL,CAB-DAY;K1589676;        ;D;040-020-010;;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");194697;2346;27;4;1;21870091;P06;00001;     ;001;SUPPORT;4*4,DIESEL,CAB-SSLP;K1589676;        ;D;040-020-010;;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");194700;2346;27;4;1;21870091;P06;00001;     ;001;SUPPORT;DIESEL,CAB-CRW;K1589676;        ;D;040-020-010;;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");194702;2346;27;90;1;21870886;G02;00001;     ;;SUPPORT                  ;4*4,DIESEL,CAB-DAY;K1589676;        ;5;040-020-020;;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");194703;2346;27;90;1;21870886;G02;00001;     ;;SUPPORT                  ;4*4,DIESEL,CAB-SSLP;K1589676;        ;5;040-020-020;;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");194713;2346;27;90;1;21870886;G02;00001;     ;;SUPPORT                  ;DIESEL,CAB-CRW;K1589676;        ;5;040-020-020;;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");194714;2346;27;90;1;24481574;G01;00001;     ;;FUEL SUPPLY              ;4*4,DIESEL-B;K1589676;        ;5;040-020-020;;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");75902;2346;27;4;1;22216026;P03;00001;     ;001;HOSE;DIESEL-B;K1291027;K1589676;K;040-020-010;;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");195986;2346;27;4;1;22216026;P03;00001;     ;001;HOSE;4*2,DIESEL-B,CAB-DAY;K1589676;        ;K;040-020-010;;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");195987;2346;27;4;1;22216026;P03;00001;     ;001;HOSE;4*2,DIESEL-B,CAB-SSLP;K1589676;        ;K;040-020-010;;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");195989;2346;27;4;1;24508182;P01;00001;     ;001;HOSE;4*4,DIESEL-B,CAB-DAY;K1589676;        ;K;040-020-010;N;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");195990;2346;27;4;1;24508182;P01;00001;     ;001;HOSE;4*4,DIESEL-B,CAB-SSLP;K1589676;        ;K;040-020-010;N;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");75901;2346;27;4;1;22212805;P03;00001;     ;001;HOSE;DIESEL-B;K1291027;K1589676;K;040-020-010;;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");198535;2346;27;4;1;24495054;P01;00001;     ;001;HOSE;DIESEL-B,CAB-CRW;K1589676;K1618976;K;040-020-010;N;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");198536;2346;27;4;1;24495054;P01;00001;     ;001;HOSE;4*4,DIESEL-B,CAB-DAY;K1589676;K1618976;K;040-020-010;N;;;;;
A50-0030;K1589676;"UPDATE LINKID FOR 320 HP FOR PC A3 DIESEL-B";05902;202409;Introduced;;=T("A3");198537;2346;27;4;1;24495054;P01;00001;     ;001;HOSE;4*4,DIESEL-B,CAB-SSLP;K1589676;K1618976;K;040-020-010;N;;;;;
