sep=;
Object;DCN;Description;Design Responsible;KOLA Time;Status;Fact No Time;Product Class;LinkID;Function Group;Suffix;Context;Usage;Partno;Part issue;Qty;Amount;UoM;Name;Variants;Added;Deleted;Parttype;Module;Safety Part;Direction;Old LinkID;New Link ID;AssyMark;AssyMark Fact
P28-1658;K1613395;"PC24/FG8993 - DIESEL FUEL RX FOR VEHICLES FIRST FILLING";15571;202347;Introduced;;=T("24");2090794;8993;03;1;15;24636959;P01;00001;45000;009;DIESEL FUEL;LFUEL400,FUELTR-H,TNK-DUAL,MTNK-R;K1613395;        ;Y;040-020-   ;N;;;;;
P28-1658;K1613395;"PC24/FG8993 - DIESEL FUEL RX FOR VEHICLES FIRST FILLING";15571;202347;Introduced;;=T("24");2090795;8993;03;1;15;24636959;P01;00001;50000;009;DIESEL FUEL;LFUEL345,FUELTR-L,TNK-DUAL,MTNK-R;K1613395;        ;Y;040-020-   ;N;;;;;
Q3-28336;K1622486;"PC24 CAD-MODULE CLEAN UP";74122;202447;Introduced;;=T("24");1316941;352 ;01;90;23;84244601;G07;00001;     ;;PANELS                   ;FOGL-WC,BUMP-B;K1422313;K1622486;5;070-020-030;;;;;;
Q3-28336;K1622486;"PC24 CAD-MODULE CLEAN UP";74122;202447;Introduced;;=T("24");1316942;352 ;01;90;23;84244601;G07;00001;     ;;PANELS                   ;FOGL-WC,BUMP-B2;K1422313;K1622486;5;070-020-030;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092496;5622;02;3;1;21245643;P09;00002;     ;001;BRACKET;RAA22,FAA10,RAP7340,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092497;5622;02;3;1;21245643;P09;00002;     ;001;BRACKET;RAA22,FAA10,RAP7640,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092498;5622;02;3;1;21245643;P09;00002;     ;001;BRACKET;RAA22,FAA10,RAP7940,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092499;5622;02;3;1;21245643;P09;00002;     ;001;BRACKET;RAA22,FAA10,RAP8240,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092500;5622;02;3;1;21245643;P09;00002;     ;001;BRACKET;RAA22,FAA10,RAP8640,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092501;5622;02;3;1;21245643;P09;00002;     ;001;BRACKET;RAA22,FAA10,RAP7340,BRAKE-DV,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092502;5622;02;3;1;21245643;P09;00002;     ;001;BRACKET;RAA22,FAA10,RAP7640,BRAKE-DV,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092503;5622;02;3;1;21245643;P09;00002;     ;001;BRACKET;RAA22,FAA10,RAP7940,BRAKE-DV,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092504;5622;02;3;1;21245643;P09;00002;     ;001;BRACKET;RAA22,FAA10,RAP8240,BRAKE-DV,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092505;5622;02;3;1;21245643;P09;00002;     ;001;BRACKET;RAA22,FAA10,RAP8640,BRAKE-DV,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092506;5622;02;13;1;20744409;P02;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP6040,BRAKE-ZV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092507;5622;02;13;1;20744409;P02;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP6140,BRAKE-ZV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092508;5622;02;13;1;20744409;P02;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP6240,BRAKE-ZV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092509;5622;02;13;1;20744409;P02;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP6440,BRAKE-ZV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092510;5622;02;13;1;20744409;P02;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP7340,BRAKE-ZV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092511;5622;02;13;1;20744409;P02;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP7640,BRAKE-ZV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092512;5622;02;13;1;20744409;P02;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP7940,BRAKE-ZV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092513;5622;02;13;1;20744409;P02;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP8240,BRAKE-ZV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092514;5622;02;13;1;20744409;P02;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP8640,BRAKE-ZV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092515;5622;02;13;1;20744409;P02;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP7340,BRAKE-ZV,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092516;5622;02;13;1;20744409;P02;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP7640,BRAKE-ZV,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092517;5622;02;13;1;20744409;P02;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP7940,BRAKE-ZV,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092518;5622;02;13;1;20744409;P02;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP8240,BRAKE-ZV,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092519;5622;02;13;1;20744409;P02;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP8640,BRAKE-ZV,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092563;5622;02;13;1;997705;P02;00002;     ;001;HEX. SOCKET SCREW;RAA22,FAA10,RAP6140,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092564;5622;02;13;1;997705;P02;00002;     ;001;HEX. SOCKET SCREW;RAA22,FAA10,RAP6240,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092565;5622;02;13;1;997705;P02;00002;     ;001;HEX. SOCKET SCREW;RAA22,FAA10,RAP6440,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092566;5622;02;13;1;997705;P02;00002;     ;001;HEX. SOCKET SCREW;RAA22,FAA10,RAP7340,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092567;5622;02;13;1;997705;P02;00002;     ;001;HEX. SOCKET SCREW;RAA22,FAA10,RAP7640,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092568;5622;02;13;1;997705;P02;00002;     ;001;HEX. SOCKET SCREW;RAA22,FAA10,RAP7940,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092569;5622;02;13;1;997705;P02;00002;     ;001;HEX. SOCKET SCREW;RAA22,FAA10,RAP8240,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092570;5622;02;13;1;997705;P02;00002;     ;001;HEX. SOCKET SCREW;RAA22,FAA10,RAP8640,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092571;5622;02;13;1;997705;P02;00002;     ;001;HEX. SOCKET SCREW;RAA22,FAA10,RAP7340,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092572;5622;02;13;1;997705;P02;00002;     ;001;HEX. SOCKET SCREW;RAA22,FAA10,RAP7640,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092573;5622;02;13;1;997705;P02;00002;     ;001;HEX. SOCKET SCREW;RAA22,FAA10,RAP7940,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092574;5622;02;13;1;997705;P02;00002;     ;001;HEX. SOCKET SCREW;RAA22,FAA10,RAP8240,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092575;5622;02;13;1;997705;P02;00002;     ;001;HEX. SOCKET SCREW;RAA22,FAA10,RAP8640,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092492;5622;02;3;1;21245643;P09;00002;     ;001;BRACKET;RAA22,FAA10,RAP6040,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092493;5622;02;3;1;21245643;P09;00002;     ;001;BRACKET;RAA22,FAA10,RAP6140,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092494;5622;02;3;1;21245643;P09;00002;     ;001;BRACKET;RAA22,FAA10,RAP6240,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092495;5622;02;3;1;21245643;P09;00002;     ;001;BRACKET;RAA22,FAA10,RAP6440,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092538;5622;02;13;1;8150742;P07;00002;     ;001;STUB;RAA22,FAA10,RAP8640,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092539;5622;02;13;1;8150742;P07;00002;     ;001;STUB;RAA22,FAA10,RAP7340,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092540;5622;02;13;1;8150742;P07;00002;     ;001;STUB;RAA22,FAA10,RAP7640,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092541;5622;02;13;1;8150742;P07;00002;     ;001;STUB;RAA22,FAA10,RAP7940,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092542;5622;02;13;1;8150742;P07;00002;     ;001;STUB;RAA22,FAA10,RAP8240,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092543;5622;02;13;1;8150742;P07;00002;     ;001;STUB;RAA22,FAA10,RAP8640,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092544;5622;02;13;1;8150742;P07;00002;     ;001;STUB;RAA22,FAA10,RAP6040,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092545;5622;02;13;1;8150742;P07;00002;     ;001;STUB;RAA22,FAA10,RAP6140,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092546;5622;02;13;1;8150742;P07;00002;     ;001;STUB;RAA22,FAA10,RAP6240,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092547;5622;02;13;1;8150742;P07;00002;     ;001;STUB;RAA22,FAA10,RAP6440,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092548;5622;02;13;1;8150740;P07;00002;     ;001;STUB;RAA22,FAA10,RAP6040,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092549;5622;02;13;1;8150740;P07;00002;     ;001;STUB;RAA22,FAA10,RAP6140,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092550;5622;02;13;1;8150740;P07;00002;     ;001;STUB;RAA22,FAA10,RAP6240,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092551;5622;02;13;1;8150740;P07;00002;     ;001;STUB;RAA22,FAA10,RAP6440,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092552;5622;02;13;1;8150740;P07;00002;     ;001;STUB;RAA22,FAA10,RAP7340,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092553;5622;02;13;1;8150740;P07;00002;     ;001;STUB;RAA22,FAA10,RAP7640,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092554;5622;02;13;1;8150740;P07;00002;     ;001;STUB;RAA22,FAA10,RAP7940,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092555;5622;02;13;1;8150740;P07;00002;     ;001;STUB;RAA22,FAA10,RAP8240,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092556;5622;02;13;1;8150740;P07;00002;     ;001;STUB;RAA22,FAA10,RAP8640,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092557;5622;02;13;1;8150740;P07;00002;     ;001;STUB;RAA22,FAA10,RAP7340,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092558;5622;02;13;1;8150740;P07;00002;     ;001;STUB;RAA22,FAA10,RAP7640,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092559;5622;02;13;1;8150740;P07;00002;     ;001;STUB;RAA22,FAA10,RAP7940,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092560;5622;02;13;1;8150740;P07;00002;     ;001;STUB;RAA22,FAA10,RAP8240,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092561;5622;02;13;1;8150740;P07;00002;     ;001;STUB;RAA22,FAA10,RAP8640,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092562;5622;02;13;1;997705;P02;00002;     ;001;HEX. SOCKET SCREW;RAA22,FAA10,RAP6040,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092520;5622;02;13;1;8150111;P03;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP6040,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092521;5622;02;13;1;8150111;P03;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP6140,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092522;5622;02;13;1;8150111;P03;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP6240,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092523;5622;02;13;1;8150111;P03;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP6440,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092524;5622;02;13;1;8150111;P03;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP7340,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092525;5622;02;13;1;8150111;P03;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP7640,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092526;5622;02;13;1;8150111;P03;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP7940,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092527;5622;02;13;1;8150111;P03;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP8240,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092528;5622;02;13;1;8150111;P03;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP8640,BRAKE-DV,RSS-LEAF,PDC-OFF;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092529;5622;02;13;1;8150111;P03;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP7340,BRAKE-DV,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092530;5622;02;13;1;8150111;P03;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP7640,BRAKE-DV,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092531;5622;02;13;1;8150111;P03;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP7940,BRAKE-DV,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
Q3-29359;K1612993;"PC24/FG5622/PIL-160274/163866 - ATNK FIXATIONS ADJUSTMENT";15571;202409;Introduced;;=T("24");2092532;5622;02;13;1;8150111;P03;00002;     ;001;MOUNTING STRAP;RAA22,FAA10,RAP8240,BRAKE-DV,RSS-LEAF,PDC-OFM;K1612993;        ;D;015-010-005;;;;;;
